127.0.0.1 - - [14/May/2021:15:43:51 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [14/May/2021:16:05:02 +0530] "GET /project0/ctl/User/AddUser HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [14/May/2021:16:06:13 +0530] "POST /project0/ctl/User/AddUser HTTP/1.1" 200 21917
0:0:0:0:0:0:0:1 - - [14/May/2021:16:06:15 +0530] "GET /project0/ctl/User/AddUser HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [14/May/2021:16:07:11 +0530] "POST /project0/ctl/User/AddUser HTTP/1.1" 200 21911
0:0:0:0:0:0:0:1 - - [14/May/2021:16:07:14 +0530] "GET /project0/ctl/User/AddUser HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [14/May/2021:16:09:13 +0530] "POST /project0/ctl/User/AddUser HTTP/1.1" 200 21913
0:0:0:0:0:0:0:1 - - [14/May/2021:16:09:51 +0530] "GET /project0/ctl/User/AddUser HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [14/May/2021:16:10:59 +0530] "POST /project0/ctl/User/AddUser HTTP/1.1" 200 21916
0:0:0:0:0:0:0:1 - - [14/May/2021:16:11:01 +0530] "GET /project0/ctl/User/AddUser HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [14/May/2021:16:11:49 +0530] "POST /project0/ctl/User/AddUser HTTP/1.1" 200 21921
0:0:0:0:0:0:0:1 - - [14/May/2021:16:12:26 +0530] "GET /project0/ctl/User/AddUser HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [14/May/2021:16:13:26 +0530] "POST /project0/ctl/User/AddUser HTTP/1.1" 200 21911
0:0:0:0:0:0:0:1 - - [14/May/2021:16:13:29 +0530] "GET /project0/ctl/User/AddUser HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [14/May/2021:16:14:21 +0530] "POST /project0/ctl/User/AddUser HTTP/1.1" 200 21747
0:0:0:0:0:0:0:1 - - [14/May/2021:16:14:24 +0530] "GET /project0/ctl/User/AddUser HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [14/May/2021:16:15:32 +0530] "POST /project0/ctl/User/AddUser HTTP/1.1" 200 21918
0:0:0:0:0:0:0:1 - - [14/May/2021:16:15:34 +0530] "GET /project0/ctl/User/AddUser HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [14/May/2021:16:16:49 +0530] "POST /project0/ctl/User/AddUser HTTP/1.1" 200 21925
0:0:0:0:0:0:0:1 - - [14/May/2021:16:16:52 +0530] "GET /project0/ctl/User/AddUser HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [14/May/2021:16:17:44 +0530] "POST /project0/ctl/User/AddUser HTTP/1.1" 200 21755
0:0:0:0:0:0:0:1 - - [14/May/2021:16:17:55 +0530] "POST /project0/ctl/User/AddUser HTTP/1.1" 200 21924
0:0:0:0:0:0:0:1 - - [14/May/2021:16:17:57 +0530] "GET /project0/ctl/User/AddUser HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [14/May/2021:16:18:47 +0530] "POST /project0/ctl/User/AddUser HTTP/1.1" 200 21919
0:0:0:0:0:0:0:1 - - [14/May/2021:16:18:56 +0530] "GET /project0/ctl/User/AddUser HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [14/May/2021:16:19:47 +0530] "POST /project0/ctl/User/AddUser HTTP/1.1" 200 21915
0:0:0:0:0:0:0:1 - - [14/May/2021:16:19:49 +0530] "GET /project0/ctl/User/AddUser HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [14/May/2021:16:22:01 +0530] "POST /project0/ctl/User/AddUser HTTP/1.1" 200 21909
0:0:0:0:0:0:0:1 - - [14/May/2021:16:22:04 +0530] "GET /project0/ctl/User/AddUser HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [14/May/2021:16:22:55 +0530] "POST /project0/ctl/User/AddUser HTTP/1.1" 200 21912
0:0:0:0:0:0:0:1 - - [14/May/2021:16:22:57 +0530] "GET /project0/ctl/User/AddUser HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [14/May/2021:16:24:01 +0530] "POST /project0/ctl/User/AddUser HTTP/1.1" 200 21919
0:0:0:0:0:0:0:1 - - [14/May/2021:16:24:16 +0530] "GET /project0/ctl/User/AddUser HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [14/May/2021:16:25:21 +0530] "POST /project0/ctl/User/AddUser HTTP/1.1" 200 21916
0:0:0:0:0:0:0:1 - - [14/May/2021:16:25:24 +0530] "GET /project0/ctl/User/AddUser HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [14/May/2021:16:26:22 +0530] "POST /project0/ctl/User/AddUser HTTP/1.1" 200 21910
0:0:0:0:0:0:0:1 - - [14/May/2021:16:26:25 +0530] "GET /project0/ctl/User/AddUser HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [14/May/2021:16:27:22 +0530] "POST /project0/ctl/User/AddUser HTTP/1.1" 200 21744
0:0:0:0:0:0:0:1 - - [14/May/2021:16:27:32 +0530] "POST /project0/ctl/User/AddUser HTTP/1.1" 200 21913
0:0:0:0:0:0:0:1 - - [14/May/2021:16:27:35 +0530] "GET /project0/ctl/User/AddUser HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [14/May/2021:16:28:26 +0530] "POST /project0/ctl/User/AddUser HTTP/1.1" 200 21919
0:0:0:0:0:0:0:1 - - [14/May/2021:16:28:41 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 19738
0:0:0:0:0:0:0:1 - - [14/May/2021:16:28:47 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:29:39 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18233
0:0:0:0:0:0:0:1 - - [14/May/2021:16:29:59 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18370
0:0:0:0:0:0:0:1 - - [14/May/2021:16:30:05 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 19769
0:0:0:0:0:0:0:1 - - [14/May/2021:16:30:10 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:30:42 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18372
0:0:0:0:0:0:0:1 - - [14/May/2021:16:30:48 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:31:15 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18378
0:0:0:0:0:0:0:1 - - [14/May/2021:16:31:17 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:31:40 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18367
0:0:0:0:0:0:0:1 - - [14/May/2021:16:31:42 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:32:14 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18371
0:0:0:0:0:0:0:1 - - [14/May/2021:16:32:17 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:32:39 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18369
0:0:0:0:0:0:0:1 - - [14/May/2021:16:32:41 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:33:13 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18369
0:0:0:0:0:0:0:1 - - [14/May/2021:16:33:15 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:33:46 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18367
0:0:0:0:0:0:0:1 - - [14/May/2021:16:33:49 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:34:15 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18369
0:0:0:0:0:0:0:1 - - [14/May/2021:16:34:37 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:34:59 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:35:19 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:35:51 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18369
0:0:0:0:0:0:0:1 - - [14/May/2021:16:35:54 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:36:46 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18379
0:0:0:0:0:0:0:1 - - [14/May/2021:16:36:49 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:37:28 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18379
0:0:0:0:0:0:0:1 - - [14/May/2021:16:37:30 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:38:15 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18381
0:0:0:0:0:0:0:1 - - [14/May/2021:16:38:18 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:39:04 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18373
0:0:0:0:0:0:0:1 - - [14/May/2021:16:39:22 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:39:53 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18369
0:0:0:0:0:0:0:1 - - [14/May/2021:16:39:56 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:40:38 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18368
0:0:0:0:0:0:0:1 - - [14/May/2021:16:40:41 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:41:09 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18366
0:0:0:0:0:0:0:1 - - [14/May/2021:16:41:48 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:44:38 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18376
0:0:0:0:0:0:0:1 - - [14/May/2021:16:44:41 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:45:29 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18384
0:0:0:0:0:0:0:1 - - [14/May/2021:16:45:36 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:46:17 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18384
0:0:0:0:0:0:0:1 - - [14/May/2021:16:46:52 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:47:30 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18377
0:0:0:0:0:0:0:1 - - [14/May/2021:16:47:33 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:48:00 +0530] "POST /project0/ctl/College/AddCollege HTTP/1.1" 200 18376
0:0:0:0:0:0:0:1 - - [14/May/2021:16:48:02 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 20552
0:0:0:0:0:0:0:1 - - [14/May/2021:16:48:54 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20815
0:0:0:0:0:0:0:1 - - [14/May/2021:16:48:58 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 20552
0:0:0:0:0:0:0:1 - - [14/May/2021:16:49:39 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20816
0:0:0:0:0:0:0:1 - - [14/May/2021:16:49:44 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 20552
0:0:0:0:0:0:0:1 - - [14/May/2021:16:50:32 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20815
0:0:0:0:0:0:0:1 - - [14/May/2021:16:50:34 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 20552
0:0:0:0:0:0:0:1 - - [14/May/2021:16:51:06 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20819
0:0:0:0:0:0:0:1 - - [14/May/2021:16:51:31 +0530] "GET /project0/ctl/College/AddCollege HTTP/1.1" 200 18134
0:0:0:0:0:0:0:1 - - [14/May/2021:16:52:16 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 20552
0:0:0:0:0:0:0:1 - - [14/May/2021:16:52:50 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20817
0:0:0:0:0:0:0:1 - - [14/May/2021:16:52:52 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 20552
0:0:0:0:0:0:0:1 - - [14/May/2021:16:53:29 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20836
0:0:0:0:0:0:0:1 - - [14/May/2021:16:53:34 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20821
0:0:0:0:0:0:0:1 - - [14/May/2021:16:53:37 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 20552
0:0:0:0:0:0:0:1 - - [14/May/2021:16:54:07 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20816
0:0:0:0:0:0:0:1 - - [14/May/2021:16:54:09 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 20552
0:0:0:0:0:0:0:1 - - [14/May/2021:16:54:47 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20815
0:0:0:0:0:0:0:1 - - [14/May/2021:16:54:50 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 20552
0:0:0:0:0:0:0:1 - - [14/May/2021:16:55:43 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20817
0:0:0:0:0:0:0:1 - - [14/May/2021:16:56:15 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 20552
0:0:0:0:0:0:0:1 - - [14/May/2021:16:56:53 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20818
0:0:0:0:0:0:0:1 - - [14/May/2021:16:56:56 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 20552
0:0:0:0:0:0:0:1 - - [14/May/2021:16:57:30 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20819
0:0:0:0:0:0:0:1 - - [14/May/2021:16:57:32 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 20552
0:0:0:0:0:0:0:1 - - [14/May/2021:16:58:10 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20818
0:0:0:0:0:0:0:1 - - [14/May/2021:16:58:12 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 20552
0:0:0:0:0:0:0:1 - - [14/May/2021:16:58:47 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20819
0:0:0:0:0:0:0:1 - - [14/May/2021:16:58:54 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 20552
0:0:0:0:0:0:0:1 - - [14/May/2021:17:00:34 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20819
0:0:0:0:0:0:0:1 - - [14/May/2021:17:00:45 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 20552
0:0:0:0:0:0:0:1 - - [14/May/2021:17:02:31 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20817
0:0:0:0:0:0:0:1 - - [14/May/2021:17:02:34 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 20552
0:0:0:0:0:0:0:1 - - [14/May/2021:17:03:05 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20815
0:0:0:0:0:0:0:1 - - [14/May/2021:17:03:08 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 20552
0:0:0:0:0:0:0:1 - - [14/May/2021:17:03:37 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20818
0:0:0:0:0:0:0:1 - - [14/May/2021:17:03:39 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 20552
0:0:0:0:0:0:0:1 - - [14/May/2021:17:04:14 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20680
0:0:0:0:0:0:0:1 - - [14/May/2021:17:04:24 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20818
0:0:0:0:0:0:0:1 - - [14/May/2021:17:04:38 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 20552
0:0:0:0:0:0:0:1 - - [14/May/2021:17:05:23 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20816
0:0:0:0:0:0:0:1 - - [14/May/2021:17:05:26 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 20552
0:0:0:0:0:0:0:1 - - [14/May/2021:17:06:05 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20819
0:0:0:0:0:0:0:1 - - [14/May/2021:17:06:37 +0530] "GET /project0/ctl/Student/AddStudent HTTP/1.1" 200 20552
0:0:0:0:0:0:0:1 - - [14/May/2021:17:07:04 +0530] "POST /project0/ctl/Student/AddStudent HTTP/1.1" 200 20811
0:0:0:0:0:0:0:1 - - [14/May/2021:17:07:14 +0530] "GET /project0/ctl/Faculty/AddFaculty HTTP/1.1" 200 21841
0:0:0:0:0:0:0:1 - - [14/May/2021:17:08:01 +0530] "POST /project0/ctl/Faculty/AddFaculty HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/May/2021:17:08:01 +0530] "GET /project0/ctl/Faculty/AddFaculty?enteremail=Enter+EmailId+&enterdob=Enter+Date+Of+Birth&enterfirstName=Enter+First+Name&enterLastName=Enter+Surname&enterMobile=Enter+Mobile+No HTTP/1.1" 200 22000
0:0:0:0:0:0:0:1 - - [14/May/2021:17:08:04 +0530] "GET /project0/ctl/Faculty/AddFaculty HTTP/1.1" 200 21841
0:0:0:0:0:0:0:1 - - [14/May/2021:17:08:14 +0530] "GET /project0/ctl/Subject/AddSubject HTTP/1.1" 200 16791
0:0:0:0:0:0:0:1 - - [14/May/2021:17:08:18 +0530] "GET /project0/ctl/Course/AddCourse HTTP/1.1" 200 17009
0:0:0:0:0:0:0:1 - - [14/May/2021:17:08:46 +0530] "POST /project0/ctl/Course/AddCourse HTTP/1.1" 200 17232
0:0:0:0:0:0:0:1 - - [14/May/2021:17:08:50 +0530] "GET /project0/ctl/Course/AddCourse HTTP/1.1" 200 17009
0:0:0:0:0:0:0:1 - - [14/May/2021:17:09:12 +0530] "POST /project0/ctl/Course/AddCourse HTTP/1.1" 200 17228
0:0:0:0:0:0:0:1 - - [14/May/2021:17:09:15 +0530] "GET /project0/ctl/Course/AddCourse HTTP/1.1" 200 17009
0:0:0:0:0:0:0:1 - - [14/May/2021:17:09:47 +0530] "POST /project0/ctl/Course/AddCourse HTTP/1.1" 200 17224
0:0:0:0:0:0:0:1 - - [14/May/2021:17:09:49 +0530] "GET /project0/ctl/Course/AddCourse HTTP/1.1" 200 17009
0:0:0:0:0:0:0:1 - - [14/May/2021:17:10:03 +0530] "POST /project0/ctl/Course/AddCourse HTTP/1.1" 200 17222
0:0:0:0:0:0:0:1 - - [14/May/2021:17:10:07 +0530] "GET /project0/ctl/Course/AddCourse HTTP/1.1" 200 17009
0:0:0:0:0:0:0:1 - - [14/May/2021:17:10:30 +0530] "POST /project0/ctl/Course/AddCourse HTTP/1.1" 200 17231
0:0:0:0:0:0:0:1 - - [14/May/2021:17:10:33 +0530] "GET /project0/ctl/Course/AddCourse HTTP/1.1" 200 17009
